Domain,Url,Url occurences,Common?
www.vote411.org,https://www.vote411.org/wisconsin,1,yes
www.vote411.org,https://www.vote411.org/texas,1,yes
www.vote411.org,https://www.vote411.org/virginia,1,yes
www.vote411.org,https://www.vote411.org/utah,1,yes
www.vote411.org,https://www.vote411.org/florida,1,yes
www.vote411.org,https://www.vote411.org/kansas,1,yes
www.vote411.org,https://www.vote411.org/massachusetts,1,yes
www.vote411.org,https://www.vote411.org/illinois,1,yes
www.vote411.org,https://www.vote411.org/idaho,1,yes
www.vote411.org,https://www.vote411.org/michigan,1,yes
www.vote411.org,https://www.vote411.org/new-mexico,1,yes
www.vote411.org,https://www.vote411.org/new-jersey,1,yes
www.vote411.org,https://www.vote411.org/new-york,1,yes
www.vote411.org,https://www.vote411.org/ohio,1,yes
www.vote411.org,https://www.vote411.org/rhode-island,1,yes
www.vote411.org,https://www.vote411.org/nebraska,1,yes
www.vote411.org,https://www.vote411.org/nevada,1,yes
www.vote411.org,https://www.vote411.org/pennsylvania,1,yes
projects.fivethirtyeight.com,https://projects.fivethirtyeight.com/polls/senate/,2,no
projects.fivethirtyeight.com,https://projects.fivethirtyeight.com/2024-election-forecast/,1,no
projects.fivethirtyeight.com,https://projects.fivethirtyeight.com/polls/president-general/2024/national/,4,no
projects.fivethirtyeight.com,https://projects.fivethirtyeight.com/polls/generic-ballot/,1,no
projects.fivethirtyeight.com,https://projects.fivethirtyeight.com/polls/president-primary-r/2024/national/,1,no
projects.fivethirtyeight.com,https://projects.fivethirtyeight.com/2024-election-forecast/senate/,2,no
projects.fivethirtyeight.com,https://projects.fivethirtyeight.com/polls/president-general/2024/michigan/,1,no
www.politico.com,https://www.politico.com/news/2024/05/02/red-senate-wave-mcconnell-2024-november-00155478,4,no
www.politico.com,https://www.politico.com/news/magazine/2024/10/20/trump-overturn-2024-election-plan-00184103,2,no
www.politico.com,https://www.politico.com/2024-election/results/arizona/,1,no
www.politico.com,https://www.politico.com/news/2024/10/23/house-republican-committee-leadership-fights-00185159,2,no
www.politico.com,https://www.politico.com/,1,no
www.politico.com,https://www.politico.com/news/2024/10/24/texas-senate-allred-cruz-00185409,2,no
www.politico.com,https://www.politico.com/live-updates/2024/10/25/2024-elections-live-coverage-updates-analysis/senate-democrats-fundraising-spending-00185562,1,no
www.politico.com,https://www.politico.com/2024-election/results/texas/,1,no
www.politico.com,https://www.politico.com/2020-election/results/texas/,1,no
www.politico.com,https://www.politico.com/live-updates/2024/10/24/2024-elections-live-coverage-updates-analysis/trump-harris-vance-walz-campaign-schedule-00185223,1,no
www.politico.com,https://www.politico.com/news/magazine/2024/10/21/fox-news-decision-desk-2024-election-00184396,1,no
www.politico.com,https://www.politico.com/news/2024/10/20/harris-gop-senate-2024-elections-00184418,1,no
www.politico.com,https://www.politico.com/2024-election/results/,1,no
www.politico.com,https://www.politico.com/live-updates/2024/10/24/2024-elections-live-coverage-updates-analysis/lee-vs-mcconnell-00185353,2,no
www.politico.com,https://www.politico.com/news/2024/10/22/house-gop-speaker-ouster-power-fight-00184720,1,no
www.votetexas.gov,https://www.votetexas.gov/mobile/voting/voting-in-person.htm,5,yes
www.votetexas.gov,https://www.votetexas.gov/,1,yes
www.votetexas.gov,https://www.votetexas.gov/mobile/voting/voting-by-mail.htm,2,yes
www.votetexas.gov,https://www.votetexas.gov/voting/where.html,1,yes
www.votetexas.gov,https://www.votetexas.gov/mobile/index.htm,1,yes
www.votetexas.gov,https://www.votetexas.gov/faq/early-voting.html,1,yes
www.votetexas.gov,https://www.votetexas.gov/systems/,1,yes
www.votetexas.gov,https://www.votetexas.gov/your-rights/,1,yes
www.votetexas.gov,https://www.votetexas.gov/register-to-vote/update-voter-registration.html,6,yes
www.votetexas.gov,https://www.votetexas.gov/mobile/voter-with-special-needs.htm,1,yes
www.votetexas.gov,https://www.votetexas.gov/register-to-vote/voter-registration-certificate.html,2,yes
www.votetexas.gov,https://www.votetexas.gov/mobile/voting/index.htm,1,yes
www.votetexas.gov,https://www.votetexas.gov/mobile/id-faqs.htm,1,yes
abcnews.go.com,https://abcnews.go.com/Politics/2024-presidential-candidates-stand-abortion/story?id=103312983,6,no
abcnews.go.com,https://abcnews.go.com/538/republicans-good-shot-flipping-senate/story?id=115061885,2,no
abcnews.go.com,https://abcnews.go.com/Politics/live-updates/2024-election-updates-harris-heads-texas-highlight-abortion/?id=115137328,1,no
abcnews.go.com,https://abcnews.go.com/Politics/ignore-vibes-parties-gear-50-50-race-wire/story?id=115125240,2,no
abcnews.go.com,https://abcnews.go.com/Politics/expansive-senate-map-tightens-2024-home-stretch/story?id=114605036,2,no
abcnews.go.com,https://abcnews.go.com/US/wireStory/watch-final-full-week-presidential-campaign-115207012,2,no
abcnews.go.com,https://abcnews.go.com/US/ballot-box-set-fire-west-coast-portland-oregon/story?id=115221030,1,no
abcnews.go.com,https://abcnews.go.com/US/wireStory/hundreds-ballots-destroyed-after-fires-set-ballot-drop-115226154,1,no
abcnews.go.com,https://abcnews.go.com/538/2024-abortion-rights-initiatives-ballot-10-states/story?id=115218498,1,no
abcnews.go.com,https://abcnews.go.com/Elections,1,no
abcnews.go.com,https://abcnews.go.com/538/2024-fewer-polls-higher-quality/story?id=115157919,1,no
abcnews.go.com,https://abcnews.go.com/538/trump-gained-538s-forecast-election-toss/story?id=114907042,1,no
abcnews.go.com,https://abcnews.go.com/Politics/live-updates/2024election-updates-harris-trump-locked-virtual-dead-heat/?id=114983801,2,no
www.npr.org,https://www.npr.org/2023/11/16/1213006071/republican-candidates-abortion-rights,3,no
www.npr.org,https://www.npr.org/2024/10/25/nx-s1-5163635/ballot-drop-boxes-explainer,3,no
www.npr.org,https://www.npr.org/sections/shots-health-news/2024/07/01/nx-s1-5023157/abortion-republican-candidates-voting-election-issue,2,no
www.npr.org,https://www.npr.org/2023/11/17/1213475958/what-to-know-about-abortion-and-the-2024-election,2,no
www.npr.org,https://www.npr.org/2024/09/22/nx-s1-5113108/third-party-voters,1,no
www.npr.org,https://www.npr.org/2024/10/28/nx-s1-5165276/in-addition-to-the-presidential-race-there-are-u-s-senate-races-to-monitor,1,no
www.npr.org,https://www.npr.org/sections/elections/,1,no
www.npr.org,https://www.npr.org/2023/03/08/1160113954/2024-republican-presidential-candidates-who-is-running-tracker,1,no
www.npr.org,https://www.npr.org/2024/09/11/g-s1-21932/fact-check-trump-harris-presidential-debate-2024,1,no
www.npr.org,https://www.npr.org/2024/10/02/nx-s1-5133743/politifact-founder-says-both-parties-need-factchecking-but-they-dont-lie-equally,1,no
www.npr.org,https://www.npr.org/2024/10/02/nx-s1-5135675/jd-vance-tim-walz-vp-debate-fact-check,1,no
www.npr.org,https://www.npr.org/2024/10/03/nx-s1-5119744/democrats-flip-new-york-house-races,2,no
www.npr.org,https://www.npr.org/2024/10/21/g-s1-27916/local-voting-election-2024-voter-guide,1,no
www.npr.org,https://www.npr.org/2024/10/02/g-s1-25869/vp-debate-tim-walz-jd-vance-takeaways,1,no
www.npr.org,https://www.npr.org/sections/shots-health-news/2024/10/22/nx-s1-5160011/election-2024-stress-anxiety-polarization,1,no
www.texastribune.org,https://www.texastribune.org/2024/10/25/colin-allred-ted-cruz-senate-texas-fundraising/,4,no
www.texastribune.org,https://www.texastribune.org/2024/10/21/texas-2024-elections-early-voting-polls-rules/,3,no
www.texastribune.org,https://www.texastribune.org/2020/10/27/texas-voting-elections-mail-in-drop-off/,3,no
www.texastribune.org,https://www.texastribune.org/2020/10/13/texas-election-ballot-drop-off/,2,no
www.texastribune.org,https://www.texastribune.org/2024/09/16/texas-voter-registration-check/,2,no
www.texastribune.org,https://www.texastribune.org/2024/03/05/colin-allred-roland-gutierrez-ted-cruz-primary/,1,no
www.texastribune.org,https://www.texastribune.org/series/texas-2024-election-voting/,2,no
www.texastribune.org,https://www.texastribune.org/vote/,1,no
www.texastribune.org,https://www.texastribune.org/2024/03/05/texas-primary-elections-biden-trump-abbott-cruz-paxton/,1,no
www.texastribune.org,https://www.texastribune.org/2024/10/23/texas-2024-ballots-secure-elections/,1,no
www.texastribune.org,https://www.texastribune.org/2024/10/03/texas-2024-election-issues-to-watch/,1,no
www.sos.texas.gov,https://www.sos.texas.gov/elections/laws/advisory2024-17-nov-5-dec-14-2024-election-calendar.shtml,5,no
www.sos.texas.gov,https://www.sos.texas.gov/elections/voter/reqabbm.shtml,1,no
www.sos.texas.gov,https://www.sos.texas.gov/elections/forms/2024-sample-ballot.pdf,3,no
www.sos.texas.gov,https://www.sos.texas.gov/elections/laws/advisory2022-10.shtml,3,no
www.sos.texas.gov,https://www.sos.texas.gov/elections/laws/local-laws.shtml,1,no
www.sos.texas.gov,https://www.sos.texas.gov/elections/laws/advisory2020-06.shtml,2,no
www.sos.texas.gov,https://www.sos.texas.gov/elections/laws/advisory2024-06.shtml,1,no
www.aljazeera.com,https://www.aljazeera.com/news/liveblog/2024/10/25/us-election-2024-live-harris-trump-go-to-texas-as-polls-show-a-close-race,8,no
www.aljazeera.com,https://www.aljazeera.com/news/2024/10/25/us-election-11-days-left-what-polls-say-what-harris-and-trump-are-up-to,5,no
www.aljazeera.com,https://www.aljazeera.com/news/longform/2024/10/25/us-presidential-candidates-join-global-shift-rightward-on-immigration,1,no
www.aljazeera.com,https://www.aljazeera.com/news/2024/10/26/could-the-republicans-lose-the-house-five-us-congressional-races-to-watch,2,no
www.aljazeera.com,https://www.aljazeera.com/news/liveblog/2024/10/28/us-election-live-polls-tight-as-trump-harris-rally-8-days-before-the-vote,3,no
www.aljazeera.com,https://www.aljazeera.com/news/2024/10/28/us-election-8-days-left-what-polls-say-what-harris-and-trump-are-up-to,3,no
www.aljazeera.com,https://www.aljazeera.com/us-election-2024/,1,no
www.aljazeera.com,https://www.aljazeera.com/news/2024/10/28/fact-check-donald-trumps-madison-square-garden-rally-in-new-york-city,1,no
www.aljazeera.com,https://www.aljazeera.com/news/liveblog/2024/10/24/us-election-live-trump-hits-arizona-harris-rallies-with-obama-in-georgia,3,no
www.aljazeera.com,https://www.aljazeera.com/news/2024/10/23/trump-vs-harris-whos-leading-in-the-us-election-polls-as-the-vote-looms,2,no
www.aljazeera.com,https://www.aljazeera.com/economy/2024/10/24/want-to-know-who-will-win-the-us-election-take-a-look-at-the-stock-market,3,no
www.aljazeera.com,https://www.aljazeera.com/news/2024/10/24/us-election-12-days-left-who-is-ahead-what-harris-and-trump-are-up-to,2,no
www.aljazeera.com,https://www.aljazeera.com/news/2024/10/20/us-election-the-2024-senate-races-that-could-decide-party-control,3,no
www.aljazeera.com,https://www.aljazeera.com/news/2024/10/21/early-voting-in-full-swing-in-us-election-harris-and-trump-tied-in-polls,4,no
www.aljazeera.com,https://www.aljazeera.com/news/2024/10/22/us-election-14-days-left-what-polls-say-what-harris-and-trump-are-up,4,no
www.sec.state.ma.us,https://www.sec.state.ma.us/WhereDoIVoteMA/TrackMyBallot,2,no
www.sec.state.ma.us,https://www.sec.state.ma.us/divisions/elections/voter-resources/find-my-local-election-office.htm,4,no
www.sec.state.ma.us,https://www.sec.state.ma.us/WhereDoIVoteMA/WhereDoIVote,3,no
www.sec.state.ma.us,https://www.sec.state.ma.us/divisions/elections/research-and-statistics/2024_state_election_candidates.htm,4,no
www.sec.state.ma.us,https://www.sec.state.ma.us/divisions/elections/download/research-and-statistics/IFV_2024_Large.pdf,1,no
www.sec.state.ma.us,https://www.sec.state.ma.us/EarlyVotingWeb/EarlyVotingSearch.aspx,2,no
www.sec.state.ma.us,https://www.sec.state.ma.us/divisions/elections/elections-and-voting.htm,3,no
www.sec.state.ma.us,https://www.sec.state.ma.us/divisions/elections/voting-information/announcing-certifying.htm,3,no
www.sec.state.ma.us,https://www.sec.state.ma.us/divisions/elections/voter-resources/when-where-how-do-i-vote.htm,5,no
www.sec.state.ma.us,https://www.sec.state.ma.us/divisions/elections/research-and-statistics/candidates2024.htm,1,no
www.sec.state.ma.us,https://www.sec.state.ma.us/divisions/elections/recent-updates/upcoming-elections.htm,2,no
www.sec.state.ma.us,https://www.sec.state.ma.us/divisions/elections/voting-information/vote-by-mail.htm,1,no
www.sec.state.ma.us,https://www.sec.state.ma.us/divisions/elections/voting-information/vote-early.htm,1,no
www.sec.state.ma.us,https://www.sec.state.ma.us/divisions/elections/voting-information/district/2022-congressional.htm,2,no
www.sec.state.ma.us,https://www.sec.state.ma.us/MailInRequestWeb/MailInBallot.aspx,1,no
www.sec.state.ma.us,https://www.sec.state.ma.us/voterregistrationsearch/,1,no
www.sec.state.ma.us,https://www.sec.state.ma.us/divisions/elections/voting-information/polling-hours.htm,1,no
www.sec.state.ma.us,https://www.sec.state.ma.us/divisions/elections/voting-information/absentee-voting.htm,1,no
www.sec.state.ma.us,https://www.sec.state.ma.us/divisions/elections/voter-resources/registering-to-vote.htm,1,no
www.sec.state.ma.us,https://www.sec.state.ma.us/ovr/,1,no
www.sec.state.ma.us,https://www.sec.state.ma.us/divisions/elections/voting-information/massachusetts-districts.htm,1,no
www.sec.state.ma.us,https://www.sec.state.ma.us/divisions/elections/voting-information/vote-primary.htm,1,no
www.lavote.gov,https://www.lavote.gov/home/voting-elections/voter-education/what-to-do-before-an-election/get-your-sample-ballot,2,yes
www.lavote.gov,https://www.lavote.gov/home/voting-elections/current-elections/upcoming-elections,2,yes
www.lavote.gov,https://www.lavote.gov/home/voting-elections/voting-options/vote-by-mail/vbm-ballot-drop-off,5,yes
www.lavote.gov,https://www.lavote.gov/home/voting-elections/voting-options/interactive-sample-ballot,1,yes
www.lavote.gov,https://www.lavote.gov/home/voting-elections/current-elections/find-my-election-information,1,yes
www.lavote.gov,https://www.lavote.gov/home/voting-elections/voting-options/voting-in-person/about,2,yes
www.lavote.gov,https://www.lavote.gov/home/voting-elections/voting-options/vote-by-mail/how-to-vote-by-mail,1,yes
www.lavote.gov,https://www.lavote.gov/home/voting-elections/voter-education/what-to-do-before-an-election/register-to-vote,1,yes
www.youtube.com,https://www.youtube.com/watch?v=-MwrLHG_iUk,2,yes
www.youtube.com,https://www.youtube.com/watch?v=h98p7SGLqkw,3,yes
www.youtube.com,https://www.youtube.com/watch?v=Ccc5HHOS_E0,4,yes
www.youtube.com,https://www.youtube.com/watch?v=RRGNmkzf7g0,2,yes
www.youtube.com,https://www.youtube.com/watch?v=uQSGKLsRLsc,6,yes
www.youtube.com,https://www.youtube.com/watch?v=qWVkNhCevj0,1,yes
www.youtube.com,https://www.youtube.com/watch?v=CwcQoyjsB1w,1,yes
www.youtube.com,https://www.youtube.com/watch?v=Ev1eTTJlM4U,1,yes
www.youtube.com,https://www.youtube.com/watch?v=sHky_Xopyrw,2,yes
www.youtube.com,https://www.youtube.com/watch?v=d7172lDQJ74,1,yes
www.youtube.com,https://www.youtube.com/watch?v=yKGOcMpEtAc,3,yes
www.youtube.com,https://www.youtube.com/watch?v=avd5a5owGLY,2,yes
www.youtube.com,https://www.youtube.com/watch?v=SSlBrY8MRac,2,yes
www.youtube.com,https://www.youtube.com/watch?v=q8YJjYpFV6A,1,yes
www.youtube.com,https://www.youtube.com/watch?v=bzb7x7CZHhg,5,yes
www.youtube.com,https://www.youtube.com/watch?v=_rUkweMg3bk,1,yes
www.youtube.com,https://www.youtube.com/watch?v=u-WGnL8-eo8,1,yes
www.youtube.com,https://www.youtube.com/watch?v=Yv8RTYuK8CU,1,yes
www.youtube.com,https://www.youtube.com/watch?v=1aQBdkcuOus,1,yes
www.youtube.com,https://www.youtube.com/watch?v=ON9cuQVSKAw,1,yes
www.youtube.com,https://www.youtube.com/watch?v=u8lh6F1iOWY,1,yes
www.youtube.com,https://www.youtube.com/watch?v=7DivRY7r8Ik,1,yes
www.youtube.com,https://www.youtube.com/watch?v=0qHHkYKTvgU,2,yes
www.youtube.com,https://www.youtube.com/watch?v=Lwi__XbMhW0,2,yes
www.youtube.com,https://www.youtube.com/watch?v=UroTf4_Ilps,4,yes
www.youtube.com,https://www.youtube.com/watch?v=XmDLXDnawI0,1,yes
www.youtube.com,https://www.youtube.com/watch?v=cEz4YvVeubA,5,yes
www.youtube.com,https://www.youtube.com/watch?v=7POFZvefUEQ,1,yes
www.youtube.com,https://www.youtube.com/watch?v=U7_oHUjRFjM,2,yes
www.youtube.com,https://www.youtube.com/watch?v=COqgEBpWxnE,2,yes
www.youtube.com,https://www.youtube.com/watch?v=PgWL-9UAqj8,2,yes
www.youtube.com,https://www.youtube.com/watch?v=QTFUS5VtsqM,1,yes
www.youtube.com,https://www.youtube.com/watch?v=fMrNgg5RO8M,1,yes
www.youtube.com,https://www.youtube.com/watch?v=iqp5P4vJbMw,1,yes
www.youtube.com,https://www.youtube.com/watch?v=84HEEOcsYBU,1,yes
www.youtube.com,https://www.youtube.com/watch?v=6-dlG_GjWp0,2,yes
www.youtube.com,https://www.youtube.com/watch?v=WAhny3FCNZ0,1,yes
www.youtube.com,https://www.youtube.com/watch?v=GQmEB7-WG0M,1,yes
www.youtube.com,https://www.youtube.com/watch?v=AVX2oobG8SI,1,yes
www.youtube.com,https://www.youtube.com/watch?v=-H3Au1ZKwVU,1,yes
www.youtube.com,https://www.youtube.com/watch?v=hbXyiFNiAyk,2,yes
www.youtube.com,https://www.youtube.com/watch?v=Zwly2I8e__c,1,yes
www.youtube.com,https://www.youtube.com/watch?v=d83C5AzH7HM,1,yes
www.youtube.com,https://www.youtube.com/watch?v=KkfvGbyRzpg,1,yes
www.youtube.com,https://www.youtube.com/watch?v=TXAElAnmWWQ,1,yes
www.youtube.com,https://www.youtube.com/watch?v=YCh_iDQADI0,1,yes
www.youtube.com,https://www.youtube.com/watch?v=f37T4ZsfBQ8,1,yes
www.youtube.com,https://www.youtube.com/watch?v=QqwtaFHL3EU,1,yes
www.youtube.com,https://www.youtube.com/watch?v=YI9UhPe5jNw,1,yes
www.youtube.com,https://www.youtube.com/watch?v=rDmMYGhHoNE,1,yes
www.youtube.com,https://www.youtube.com/watch?v=TPfx_pEFY4s,1,yes
www.youtube.com,https://www.youtube.com/watch?v=fAMEE_9JT3M,1,yes
www.youtube.com,https://www.youtube.com/watch?v=7xdWQqIbsqs,1,yes
www.youtube.com,https://www.youtube.com/watch?v=jBKEeI5o7hQ,1,yes
www.youtube.com,https://www.youtube.com/watch?v=cUeVgvCnbhw,1,yes
www.youtube.com,https://www.youtube.com/watch?v=YMIs_i4fw4Y,1,yes
www.youtube.com,https://www.youtube.com/watch?v=0VkyVwo5gMc,1,yes
www.youtube.com,https://www.youtube.com/watch?v=vbwpqOgMp5Y,1,yes
kingcounty.gov,https://kingcounty.gov/en/dept/elections/how-to-vote/ballots/return-my-ballot/vote-centers,5,no
kingcounty.gov,https://kingcounty.gov/en/dept/elections/how-to-vote/ballots/return-my-ballot/ballot-drop-boxes,3,no
kingcounty.gov,https://kingcounty.gov/en/dept/elections/how-to-vote/ballots/whats-on-the-ballot,2,no
kingcounty.gov,https://kingcounty.gov/en/dept/elections,1,no
kingcounty.gov,https://kingcounty.gov/en/dept/elections/ranked-choice-voting-in-seattle,1,no
kingcounty.gov,https://kingcounty.gov/en/dept/elections/how-to-vote/voters-pamphlet,1,no
kingcounty.gov,https://kingcounty.gov/en/dept/elections/how-to-vote/ballots/how-to-get-your-ballot,1,no
kingcounty.gov,https://kingcounty.gov/en/dept/elections/election-information/2024/november-general-election,1,no
kingcounty.gov,https://kingcounty.gov/en/dept/elections/results/2024,1,no
kingcounty.gov,https://kingcounty.gov/en/dept/elections/results/2024/november-general,1,no
kingcounty.gov,https://kingcounty.gov/en/dept/elections/how-to-vote/register-to-vote,1,no
kingcounty.gov,https://kingcounty.gov/en/dept/elections/how-to-vote/ballots,1,no
kingcounty.gov,https://kingcounty.gov/en/dept/elections/how-to-vote/ballots/how-ballots-are-handled,1,no
www.bbc.com,https://www.bbc.com/news/articles/c5ym02gm3d4o,2,yes
www.bbc.com,https://www.bbc.com/news/world-us-canada-67285325,1,yes
www.bbc.com,https://www.bbc.com/news/articles/cj4x71znwxdo,1,yes
www.bbc.com,https://www.bbc.com/news/topics/cj3ergr8209t,1,yes
www.bbc.com,https://www.bbc.com/news/articles/c62r2y62rwro,1,yes
www.bbc.com,https://www.bbc.com/news/articles/ckgrrr7gzxxo,1,yes
www.bbc.com,https://www.bbc.com/news/world-us-canada-67383271,1,yes
www.bbc.com,https://www.bbc.com/news/articles/c9wjyqqpxwyo,1,yes
www.bbc.com,https://www.bbc.com/news/articles/c62gppprr6wo,1,yes
www.bbc.com,https://www.bbc.com/news/articles/cj6e6zzwnllo,1,yes
www.bbc.com,https://www.bbc.com/mediacentre/2024/us-presidential-election-results-night-on-the-bbc,1,yes
ballotpedia.org,https://ballotpedia.org/Sample_Ballot_Lookup,2,no
ballotpedia.org,"https://ballotpedia.org/Presidential_candidates,_2024",1,no
ballotpedia.org,https://ballotpedia.org/2024_presidential_candidates_on_abortion,2,no
ballotpedia.org,https://ballotpedia.org/2024_ballot_measures,1,no
ballotpedia.org,"https://ballotpedia.org/Presidential_candidates_on_the_issues,_2024",2,no
ballotpedia.org,https://ballotpedia.org/2023_and_2024_abortion-related_ballot_measures,3,no
ballotpedia.org,https://ballotpedia.org/Main_Page,1,no
ballotpedia.org,https://ballotpedia.org/California_2024_ballot_propositions,1,no
ballotpedia.org,"https://ballotpedia.org/Arizona_Proposition_139,_Right_to_Abortion_Initiative_(2024)",1,no
ballotpedia.org,https://ballotpedia.org/Platform,1,no
ballotpedia.org,https://ballotpedia.org/2024_abortion-related_ballot_measures_and_state_context,2,no
ballotpedia.org,https://ballotpedia.org/List_of_registered_2024_presidential_candidates,2,no
ballotpedia.org,"https://ballotpedia.org/Arizona_elections,_2024",1,no
ballotpedia.org,https://ballotpedia.org/List_of_congressional_candidates_in_the_2024_elections,2,no
ballotpedia.org,"https://ballotpedia.org/United_States_Congress_elections,_2024",2,no
ballotpedia.org,https://ballotpedia.org/Texas_Sample_Ballot,1,no
ballotpedia.org,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2024",2,no
ballotpedia.org,https://ballotpedia.org/State_Poll_Opening_and_Closing_Times_(2024),2,no
ballotpedia.org,https://ballotpedia.org/Laredo_Sample_Ballot,1,no
ballotpedia.org,https://ballotpedia.org/Manassas_city_Sample_Ballot_(Virginia),1,no
ballotpedia.org,https://ballotpedia.org/Primary_elections_in_Texas,1,no
ballotpedia.org,"https://ballotpedia.org/Washington_elections,_2024",1,no
ballotpedia.org,https://ballotpedia.org/Ballotpedia:Our_approach_to_covering_endorsements,2,no
ballotpedia.org,https://ballotpedia.org/Utah_Sample_Ballot,1,no
ballotpedia.org,https://ballotpedia.org/Important_dates_in_the_2024_presidential_race,3,no
ballotpedia.org,"https://ballotpedia.org/City_elections_in_Austin,_Texas_(2024)",1,no
ballotpedia.org,https://ballotpedia.org/Washington_2024_ballot_measures,1,no
ballotpedia.org,"https://ballotpedia.org/Texas_elections,_2024",1,no
ballotpedia.org,https://ballotpedia.org/San_Antonio_Sample_Ballot,1,no
ballotpedia.org,"https://ballotpedia.org/Presidential_debates,_2024",1,no
ballotpedia.org,"https://ballotpedia.org/Waterbury,_Connecticut",1,no
ballotpedia.org,https://ballotpedia.org/Florida_Sample_Ballot,1,no
ballotpedia.org,https://ballotpedia.org/Florida_2024_ballot_measures,1,no
ballotpedia.org,"https://ballotpedia.org/Florida_Amendment_4,_Right_to_Abortion_Initiative_(2024)",2,no
ballotpedia.org,"https://ballotpedia.org/Florida_elections,_2024",1,no
ballotpedia.org,https://ballotpedia.org/Maryland_Sample_Ballot,1,no
ballotpedia.org,https://ballotpedia.org/Primary_elections_in_Massachusetts,1,no
ballotpedia.org,https://ballotpedia.org/Primary_elections_in_Wisconsin,1,no
ballotpedia.org,https://ballotpedia.org/Kansas_Sample_Ballot,1,no
ballotpedia.org,https://ballotpedia.org/Massachusetts_2024_ballot_measures,1,no
ballotpedia.org,https://ballotpedia.org/Providence_Sample_Ballot,1,no
ballotpedia.org,https://ballotpedia.org/Taos_County_Sample_Ballot_(New_Mexico),1,no
ballotpedia.org,https://ballotpedia.org/Primary_elections_in_New_Mexico,1,no
ballotpedia.org,https://ballotpedia.org/Nebraska_2024_ballot_measures,1,no
ballotpedia.org,https://ballotpedia.org/New_York_Sample_Ballot,1,no
ballotpedia.org,"https://ballotpedia.org/Roswell,_New_Mexico",1,no
ballotpedia.org,"https://ballotpedia.org/New_Mexico_elections,_2024",1,no
ballotpedia.org,"https://ballotpedia.org/New_York_elections,_2024",1,no
ballotpedia.org,https://ballotpedia.org/Milwaukee_County_Sample_Ballot_(Wisconsin),1,no
www.theguardian.com,https://www.theguardian.com/us-news/2024/oct/02/election-wisconsin-mail-ballot-box,2,no
www.theguardian.com,https://www.theguardian.com/us-news/2024/oct/28/us-presidential-election-trump-harris-updates,1,no
www.theguardian.com,https://www.theguardian.com/us-news/2024/oct/28/ballot-box-on-fire-washington-oregon,1,no
www.theguardian.com,https://www.theguardian.com/commentisfree/2024/oct/28/presidential-election-trump-harris-uncertainty,1,no
www.theguardian.com,https://www.theguardian.com/us-news/ng-interactive/2024/aug/27/presidential-election-candidates-2024,2,no
www.theguardian.com,https://www.theguardian.com/commentisfree/ng-interactive/2024/oct/23/the-guardian-view-on-the-us-presidential-election-2024-a-democratic-government-is-the-one-we-need,1,no
www.theguardian.com,https://www.theguardian.com/us-news/2024/sep/26/election-abortion-ballot-measures-states,1,no
www.theguardian.com,https://www.theguardian.com/us-news/2024/oct/21/us-presidential-election-2024-updates-kamala-harris-donald-trump,2,no
www.theguardian.com,https://www.theguardian.com/us-news/2024/oct/22/montana-tim-sheehy-business-scrutiny-senate-race,1,no
www.manassasva.gov,https://www.manassasva.gov/voter_registration_and_elections/early_voting.php,3,no
